1000 5099
955 827 107
955 903 48
956 45 35
956 52 233
956 161 5
956 215 66
956 246 108
956 460 70
956 512 252
956 837 111
956 842 188
956 843 72
957 19 55
957 75 54
957 90 135
957 249 13
957 309 68
957 340 13
957 454 25
957 538 145
957 598 151
957 693 37
957 772 44
957 789 89
957 825 192
957 828 170
957 892 5
958 15 35
958 41 27
958 81 5
958 122 71
958 192 316
958 355 74
958 493 122
958 543 47
958 581 13
958 615 64
958 630 7
958 652 309
958 889 130
959 21 82
959 174 20
959 185 116
959 215 39
959 303 95
959 355 96
959 392 19
959 423 16
959 747 251
959 776 56
959 829 215
960 256 207
960 451 55
960 459 377
960 486 24
960 577 109
960 707 38
960 720 19
961 192 183
961 210 167
961 225 125
961 246 51
961 268 27
961 290 281
961 302 309
961 337 25
961 504 73
961 524 161
961 569 65
961 577 83
961 602 156
961 633 18
961 701 90
961 923 266
961 926 63
962 0 248
962 87 196
962 289 131
962 490 107
962 657 112
962 730 5
963 124 140
963 136 113
963 239 175
963 259 107
963 546 48
963 619 13
963 772 67
963 806 58
963 883 62
964 280 132
964 526 268
964 571 64
964 645 194
964 703 21
964 764 6
964 809 51
964 869 44
964 938 118
965 112 81
965 168 6
965 470 84
965 556 79
965 633 330
965 687 229
965 753 170
965 758 46
965 938 25
966 294 114
966 530 79
966 767 47
966 888 51
967 66 56
967 198 21
967 374 240
967 400 33
967 426 52
967 458 126
967 655 253
967 782 38
967 816 168
967 832 56
968 17 54
968 31 203
968 144 68
968 168 7
968 267 96
968 269 78
968 759 299
968 772 266
968 791 162
968 820 33
969 2 43
969 199 17
969 314 187
969 494 186
969 522 120
969 528 47
969 660 135
969 668 44
969 876 32
969 940 5
970 2 82
970 211 85
970 231 127
970 232 50
970 546 73
970 550 632
970 574 102
970 734 50
970 740 59
970 743 56
970 825 249
970 841 191
970 945 189
971 9 9
971 71 9
971 171 24
971 285 85
971 298 22
971 340 33
971 464 349
971 606 12
971 674 119
971 698 55
971 752 24
971 961 76
972 14 13
972 67 21
972 236 6
972 322 137
972 337 142
972 358 87
972 427 130
972 489 204
973 36 80
973 177 338
973 185 7
973 340 100
973 355 78
973 558 175
973 565 24
973 632 70
973 650 48
973 710 66
973 858 232
974 207 15
974 446 159
974 565 157
974 671 43
974 741 223
975 15 98
975 59 109
975 125 22
975 563 146
975 570 174
975 644 70
976 8 14
976 127 109
976 173 5
976 233 49
976 283 92
976 573 25
976 685 112
976 717 131
976 826 152
977 89 211
977 133 62
977 260 403
977 468 39
977 513 5
977 688 43
977 713 94
977 767 35
977 865 295
977 941 39
978 131 9
978 180 126
978 204 40
978 354 110
978 478 72
978 574 156
978 601 110
978 603 61
978 653 153
978 741 81
978 749 48
978 906 91
979 49 138
979 74 22
979 154 84
979 251 472
979 270 117
979 395 186
979 462 71
979 472 60
979 742 18
980 96 258
980 209 142
980 368 19
980 474 93
980 743 57
980 878 217
981 36 138
981 427 213
981 461 124
981 476 182
981 493 11
981 521 116
981 639 55
981 911 53
981 962 130
981 971 453
982 146 116
982 229 37
982 273 150
982 668 211
982 838 68
982 881 106
982 962 248
983 87 232
983 186 119
983 393 102
983 451 113
983 475 19
983 500 217
983 623 65
983 979 9
984 175 154
984 210 17
984 292 109
984 363 9
984 481 112
984 588 5
984 613 189
984 663 41
984 786 263
985 78 116
985 99 24
985 339 74
985 476 238
985 569 114
985 581 50
985 813 27
985 846 5
985 849 75
985 973 24
985 980 233
986 149 213
986 306 27
986 326 293
986 329 65
986 346 113
986 364 69
986 432 5
986 655 18
986 677 23
986 758 171
986 788 18
986 856 53
986 865 55
986 962 332
986 963 143
987 14 101
987 17 150
987 67 5
987 115 22
987 234 98
987 329 32
987 529 78
987 537 5
987 549 66
987 944 34
987 962 252
988 28 133
988 88 183
988 125 182
988 177 134
988 211 114
988 273 154
988 402 146
988 673 23
988 844 170
988 899 53
988 950 8
989 36 74
989 301 50
989 318 18
989 857 155
990 33 22
990 44 133
990 53 256
990 160 39
990 228 6
990 356 7
990 412 98
990 515 67
990 662 44
990 684 251
990 729 121
990 874 23
991 46 5
991 57 28
991 112 11
991 155 82
991 335 56
991 554 157
991 796 169
991 974 20
992 165 33
992 233 49
992 255 55
992 259 131
992 294 5
992 408 29
992 778 36
992 908 72
993 109 384
993 157 94
993 170 21
993 226 16
993 288 239
993 364 31
993 452 28
993 484 146
993 587 221
993 862 48
993 870 256
993 904 89
993 909 63
993 972 204
993 979 92
994 136 90
994 160 72
994 273 70
994 364 113
994 379 19
994 407 109
994 705 5
994 774 22
994 950 12
994 966 93
994 981 16
994 991 139
995 1 34
995 50 9
995 225 17
995 306 240
995 520 94
995 813 83
995 844 19
995 866 402
995 876 395
995 900 140
995 946 173
996 96 131
996 112 54
996 203 78
996 244 20
996 389 62
996 444 13
996 539 322
996 573 83
996 786 40
996 816 27
996 834 35
996 886 53
997 28 14
997 96 71
997 200 5
997 406 11
997 684 15
997 783 31
997 820 145
997 839 98
997 933 72
998 92 55
998 109 20
998 173 355
998 232 21
998 249 10
998 476 26
998 564 168
998 652 101
998 689 110
998 815 14
998 875 73
998 954 94
999 47 44
999 328 23
999 384 149
999 557 152
999 618 18
999 660 34
999 661 114
999 764 60
1000
567 743 ?
143 90 150
488 194 28
769 564 8
238 489 106
571 608 226
221 377 9
117 922 ?
643 814 28
800 572 123
450 285 151
127 73 70
800 791 97
79 230 ?
433 419 14
403 410 60
590 295 92
183 829 ?
423 901 76
814 881 -1
721 759 8
911 39 ?
282 115 ?
696 500 116
149 988 54
617 977 58
279 818 13
835 370 93
201 439 ?
340 236 85
350 636 27
939 528 -1
618 155 ?
18 881 168
195 446 ?
391 754 180
170 7 ?
443 812 ?
461 324 120
452 656 ?
783 868 36
425 714 ?
257 16 ?
498 432 39
638 755 133
39 844 9
70 419 ?
99 756 229
486 824 ?
145 367 133
182 653 32
39 343 14
681 894 ?
764 340 113
893 912 ?
892 473 ?
671 76 ?
896 876 43
246 315 -1
141 830 149
268 328 5
801 546 5
402 586 ?
462 987 ?
700 252 ?
297 66 ?
697 936 ?
758 958 274
16 26 71
272 853 -1
446 256 149
552 799 52
474 958 ?
272 193 39
776 680 -1
462 224 -1
752 991 11
895 254 ?
201 920 43
640 395 145
840 456 5
231 482 91
445 489 5
572 218 -1
884 19 266
294 992 -1
851 417 112
926 105 ?
562 783 15
420 33 234
751 888 52
893 602 41
585 768 139
946 246 ?
411 240 117
941 36 31
471 203 9
924 340 30
312 58 197
242 139 62
708 761 41
34 718 ?
719 387 ?
507 891 -1
154 38 60
770 614 144
48 791 166
178 27 -1
589 219 38
998 855 ?
830 309 26
961 633 -1
135 879 56
253 682 47
377 388 ?
929 308 ?
365 14 234
338 554 -1
37 118 221
711 954 ?
871 806 ?
877 974 77
498 103 -1
431 881 ?
295 697 30
538 13 ?
752 399 154
347 696 ?
689 240 ?
437 12 305
674 710 ?
500 346 5
222 795 98
856 189 158
810 997 87
620 575 -1
588 844 -1
419 627 229
279 211 371
533 851 67
360 679 ?
1 294 25
975 447 14
899 546 ?
353 719 20
791 460 ?
889 479 ?
505 796 ?
111 61 ?
873 954 48
672 495 -1
362 359 182
181 265 156
270 595 19
624 537 5
603 356 129
655 624 -1
950 434 72
660 613 -1
209 778 ?
683 151 252
591 304 156
341 625 22
443 48 ?
166 39 ?
720 114 -1
667 807 96
159 963 16
674 198 185
541 775 -1
108 59 45
557 911 27
883 200 5
330 710 ?
920 26 7
498 753 ?
588 434 44
744 365 27
662 535 52
962 656 31
665 292 ?
713 242 93
444 936 ?
519 986 ?
116 911 -1
306 997 ?
903 242 85
772 980 ?
538 853 156
7 629 141
811 422 ?
706 406 -1
279 575 -1
271 579 15
282 569 ?
411 362 267
320 526 ?
562 43 ?
349 353 19
116 966 ?
786 58 ?
853 1 14
209 9 148
400 19 ?
336 436 ?
844 208 ?
436 155 ?
113 635 5
481 284 ?
180 731 23
849 883 ?
715 922 ?
375 918 89
954 55 -1
593 128 ?
27 955 ?
182 764 283
452 72 -1
454 44 73
134 492 20
10 500 158
452 371 66
849 888 46
937 570 36
324 184 63
783 501 277
127 344 ?
383 981 ?
139 9 142
510 789 ?
593 657 ?
357 600 -1
648 430 159
488 54 156
639 519 5
252 566 70
363 86 ?
502 162 -1
267 699 336
552 859 ?
152 80 -1
485 721 35
914 946 ?
155 404 -1
45 760 35
844 229 5
612 356 200
809 969 95
204 769 78
19 658 ?
395 399 360
711 297 ?
128 712 ?
671 578 ?
537 734 268
534 877 120
244 807 ?
705 242 7
190 536 ?
282 931 145
911 26 ?
579 865 ?
146 472 9
551 103 ?
602 566 ?
9 290 219
538 240 6
286 360 ?
417 483 -1
76 120 93
201 160 112
489 921 166
114 130 35
775 440 ?
199 367 5
568 267 ?
684 394 -1
382 152 28
888 300 17
852 256 ?
664 574 -1
111 232 -1
859 11 257
48 722 327
923 259 -1
475 32 ?
992 916 112
800 652 285
113 907 ?
599 522 ?
974 673 17
452 993 -1
429 830 -1
274 425 46
81 34 ?
217 606 154
991 508 ?
976 508 11
820 880 ?
507 330 10
530 725 ?
510 450 187
467 718 148
303 975 ?
459 698 107
829 331 40
234 578 ?
5 282 -1
229 293 71
257 569 ?
332 478 ?
860 341 93
949 693 60
961 302 -1
743 313 46
908 643 42
706 726 29
712 256 -1
950 772 ?
299 219 -1
623 912 ?
872 48 ?
643 420 ?
480 354 -1
680 363 -1
716 305 25
983 358 ?
511 779 51
839 882 84
358 422 12
650 260 84
978 777 67
828 396 176
551 393 ?
536 521 -1
797 473 ?
450 295 28
539 638 101
420 187 ?
863 304 ?
24 349 413
957 270 ?
843 892 47
396 746 ?
768 127 25
565 795 ?
737 220 128
632 963 ?
398 316 ?
943 364 ?
793 889 384
989 742 106
910 108 ?
335 264 123
876 113 215
251 936 91
987 17 -1
367 931 ?
134 69 ?
33 420 83
263 752 30
826 938 -1
241 673 16
624 994 ?
859 763 110
445 937 15
925 203 ?
951 476 ?
18 149 53
711 63 158
643 62 ?
575 710 -1
738 683 ?
232 344 ?
978 122 8
297 85 28
985 217 147
66 124 81
720 811 107
986 374 97
704 569 -1
682 808 39
470 18 ?
857 1 98
996 656 13
893 796 ?
920 938 20
752 853 288
935 488 32
462 686 5
419 756 33
477 179 143
902 480 -1
166 795 33
305 434 165
297 92 -1
322 255 ?
655 334 51
909 938 -1
112 294 ?
62 312 70
650 434 104
567 988 ?
921 458 -1
660 882 ?
610 795 ?
618 530 42
19 768 171
160 859 280
692 305 53
736 712 ?
506 42 ?
655 921 -1
456 596 149
414 655 ?
399 374 47
748 757 270
879 460 ?
755 529 7
590 423 280
650 670 48
5 956 73
979 135 108
686 945 ?
782 273 -1
705 860 ?
937 309 68
700 873 ?
27 974 ?
147 252 ?
127 77 ?
158 620 59
579 184 -1
946 258 468
746 104 15
186 347 25
667 423 ?
334 594 5
418 948 -1
2 578 103
876 140 110
558 333 ?
175 299 91
129 442 -1
866 989 24
311 446 -1
299 840 ?
73 953 ?
793 797 43
356 138 -1
414 313 93
827 955 -1
782 620 66
542 697 ?
109 505 ?
338 246 ?
790 84 28
677 911 33
745 432 ?
436 66 -1
355 643 ?
335 299 ?
861 780 ?
121 645 ?
364 576 ?
753 220 ?
940 104 10
518 964 67
45 579 399
521 406 59
555 527 76
156 818 -1
675 390 119
601 567 80
892 526 12
948 323 113
674 825 93
186 108 ?
485 327 -1
857 961 ?
51 90 29
495 27 119
162 975 544
540 933 63
615 765 ?
843 63 574
381 720 -1
535 224 260
58 758 526
13 16 123
657 792 125
773 38 123
751 31 32
654 483 ?
135 752 36
535 750 5
751 579 69
570 788 5
990 381 49
970 944 65
241 635 88
812 24 -1
959 714 40
923 63 5
38 225 109
748 916 139
960 606 137
345 165 ?
721 560 111
831 543 ?
291 227 135
427 752 ?
257 410 63
203 313 56
795 383 112
156 603 165
76 117 ?
129 450 44
969 615 224
79 156 ?
345 575 56
991 731 ?
697 456 104
723 333 103
327 395 ?
726 444 ?
585 605 30
35 953 ?
424 23 104
32 899 86
205 57 ?
513 684 69
268 909 ?
934 819 ?
137 465 256
958 859 ?
908 186 ?
541 382 ?
333 230 -1
664 269 23
383 11 39
616 504 214
73 87 148
722 463 100
629 131 ?
181 423 13
49 465 97
398 709 8
489 65 41
490 770 64
564 61 75
676 706 5
733 916 123
209 884 776
128 252 142
564 970 ?
596 752 102
524 362 88
187 544 5
455 764 ?
568 760 210
976 235 49
573 24 24
694 715 88
943 154 ?
612 181 ?
538 957 -1
600 758 -1
119 152 -1
652 998 -1
907 469 49
67 356 18
444 569 ?
678 558 94
389 416 132
844 354 ?
73 942 -1
287 735 26
557 482 72
867 629 ?
803 366 166
290 415 ?
596 288 ?
939 906 ?
186 696 18
575 27 -1
899 695 163
786 345 ?
168 193 -1
184 46 55
409 776 -1
78 921 ?
717 380 -1
982 186 109
290 516 ?
165 636 90
246 533 139
283 288 ?
470 3 274
533 202 ?
295 350 ?
346 801 80
186 445 129
276 359 22
139 257 149
94 672 369
526 377 146
415 545 ?
73 613 181
92 817 27
263 654 ?
414 356 -1
76 319 26
741 927 275
305 522 29
375 785 41
201 940 82
554 444 ?
728 318 ?
315 591 219
461 190 200
508 751 68
84 509 121
447 471 ?
6 48 ?
541 17 89
626 395 -1
535 177 -1
555 639 49
34 536 -1
694 384 ?
838 110 30
451 290 -1
674 471 ?
286 983 137
863 304 ?
655 703 113
333 761 122
970 658 43
206 226 48
357 697 5
260 551 61
349 171 -1
422 310 ?
143 151 32
266 419 256
477 465 108
330 110 138
309 455 ?
615 27 -1
153 791 -1
685 455 134
184 102 ?
660 589 166
774 165 -1
948 429 17
290 799 90
109 355 ?
336 302 15
590 180 ?
870 882 106
807 506 ?
695 102 ?
74 218 117
248 585 92
313 21 25
285 764 6
616 41 -1
797 304 92
576 810 -1
392 632 121
171 811 -1
768 103 186
964 441 ?
498 393 ?
524 544 -1
498 621 ?
847 100 5
8 33 142
803 725 ?
241 918 5
238 121 121
183 415 ?
930 880 -1
352 611 ?
130 581 76
264 34 ?
764 177 -1
195 324 44
178 209 ?
756 907 -1
733 847 ?
629 83 ?
280 597 ?
443 297 ?
231 661 59
965 185 33
560 366 -1
66 190 ?
816 958 ?
507 282 255
75 706 ?
173 403 68
735 553 97
501 702 150
970 355 201
923 888 5
421 972 5
660 780 138
506 124 56
179 363 79
873 407 ?
833 522 20
171 233 -1
458 598 177
67 244 ?
613 749 ?
39 928 38
520 417 5
517 939 -1
67 965 170
71 272 82
443 651 44
133 722 -1
906 428 91
743 719 -1
13 416 -1
222 387 13
507 638 381
646 499 377
304 246 96
462 1 82
233 538 171
441 737 -1
274 871 ?
444 372 51
7 606 152
551 72 -1
259 833 -1
421 989 230
799 607 52
151 829 ?
866 760 12
110 675 ?
427 52 61
326 693 89
970 752 ?
272 862 69
110 578 23
887 599 8
858 510 6
858 779 ?
778 589 ?
141 273 9
994 550 66
614 592 23
815 110 45
400 398 -1
592 99 254
688 708 38
590 772 ?
471 518 -1
503 707 15
516 682 55
429 314 63
744 544 ?
565 225 16
744 560 ?
133 81 5
863 953 49
218 385 22
936 512 5
419 922 30
109 290 ?
781 994 ?
221 522 5
943 436 38
685 781 ?
493 961 22
543 349 10
767 291 16
245 601 31
409 162 ?
87 24 -1
845 916 ?
74 668 ?
821 168 ?
713 717 101
333 281 165
976 431 ?
768 163 216
136 369 396
626 421 113
470 62 ?
979 673 ?
140 126 91
858 674 71
536 224 8
107 212 -1
789 596 ?
406 116 ?
958 723 ?
611 17 81
633 976 125
347 107 ?
533 570 176
607 621 257
227 916 10
921 374 -1
502 536 23
835 356 ?
149 31 -1
661 646 ?
568 457 193
325 546 26
76 197 132
675 925 ?
191 355 46
19 443 -1
930 419 9
32 945 -1
183 184 50
202 767 ?
78 379 100
539 534 106
385 499 -1
263 530 ?
760 305 ?
673 280 44
374 310 60
649 285 391
208 630 ?
664 328 20
41 234 31
380 283 10
134 383 -1
972 923 ?
649 578 ?
116 324 22
343 711 18
415 517 -1
45 448 ?
30 493 72
91 847 25
431 904 108
431 530 ?
752 492 -1
475 742 161
667 721 296
219 198 154
99 907 11
72 871 125
159 926 126
24 7 -1
806 862 216
682 304 ?
206 868 60
941 547 ?
800 669 150
912 855 ?
915 512 -1
281 492 ?
10 677 177
292 93 60
127 960 45
665 443 -1
204 855 21
538 982 107
277 720 ?
520 655 ?
754 870 10
371 808 87
420 808 38
677 366 80
515 278 ?
595 548 37
796 394 ?
882 27 15
61 619 ?
242 881 7
652 154 86
67 804 ?
737 224 ?
644 948 ?
720 982 142
620 251 57
355 937 39
559 660 73
245 732 116
668 587 ?
523 427 ?
45 523 -1
110 516 216
784 275 ?
71 693 60
161 651 ?
899 949 232
552 815 ?
594 577 -1
325 508 ?
326 620 -1
274 355 -1
457 848 14
673 448 58
787 898 ?
101 654 209
488 9 ?
751 400 59
452 648 ?
890 248 ?
909 864 93
853 463 -1
577 269 43
156 191 23
990 632 99
271 45 18
66 90 -1
534 558 107
757 13 395
960 848 282
534 219 301
478 767 65
479 295 115
945 839 205
789 489 42
884 283 182
980 172 ?
221 376 80
523 673 235
666 882 ?
442 421 22
172 730 33
258 484 45
650 384 118
730 709 31
576 912 ?
441 656 31
356 539 58
291 651 40
726 310 20
265 584 136
907 210 ?
449 741 49
660 4 -1
134 50 ?
967 176 ?
120 236 129
603 302 135
635 681 -1
163 243 118
128 834 117
444 827 5
210 619 -1
831 608 -1
816 747 71
769 993 14
266 297 ?
603 319 ?
955 37 305
365 770 ?
653 939 259
422 69 100
124 149 11
424 741 -1
838 911 23
263 300 69
167 0 ?
216 256 -1
844 627 ?
827 396 52
218 643 -1
844 119 ?
354 103 ?
962 932 ?
876 976 ?
456 662 63
257 42 64
817 277 146
439 676 374
238 243 ?
934 268 139
571 985 159
994 774 -1
931 92 -1
454 499 77
634 498 11
193 232 13
179 565 35
773 849 158
579 653 -1
750 935 ?
40 345 238
896 289 132
228 421 -1
228 438 ?
440 411 94
60 822 183
983 305 36
990 648 ?
610 576 ?
