500 6342
429 295 164
429 299 171
429 333 35
429 368 71
429 381 8
429 418 148
430 2 85
430 29 6
430 42 41
430 73 12
430 88 95
430 96 137
430 113 73
430 122 65
430 124 25
430 139 99
430 165 113
430 166 46
430 179 6
430 188 5
430 223 316
430 234 176
430 276 159
430 293 51
430 331 83
430 345 6
430 352 7
430 379 18
430 381 26
430 386 115
430 394 53
430 417 152
431 3 81
431 6 34
431 9 195
431 18 176
431 36 120
431 109 8
431 138 150
431 149 222
431 157 183
431 197 38
431 201 7
431 205 6
431 216 47
431 269 5
431 274 133
431 276 39
431 310 95
431 335 62
431 367 215
431 380 93
431 408 155
431 422 559
432 19 253
432 21 15
432 37 119
432 67 147
432 88 84
432 102 6
432 119 141
432 122 71
432 125 62
432 140 257
432 165 59
432 166 22
432 187 80
432 194 551
432 218 352
432 226 5
432 239 114
432 279 170
432 280 28
432 292 39
432 337 78
432 369 57
432 388 175
432 397 79
433 1 20
433 30 102
433 41 256
433 87 95
433 107 101
433 189 164
433 196 245
433 202 10
433 233 119
433 242 36
433 246 9
433 265 5
433 269 34
433 275 38
433 320 60
433 342 260
433 376 5
433 418 31
434 54 525
434 64 75
434 87 292
434 91 237
434 108 45
434 128 5
434 142 104
434 146 74
434 162 28
434 180 86
434 184 64
434 187 172
434 188 5
434 199 17
434 228 215
434 238 247
434 270 123
434 286 56
434 310 74
434 341 7
434 351 119
434 361 283
434 385 155
434 396 490
434 407 63
434 411 213
434 422 158
434 424 138
434 431 119
435 9 46
435 42 11
435 43 232
435 44 248
435 48 63
435 49 101
435 55 106
435 59 19
435 107 115
435 126 31
435 130 35
435 141 18
435 207 317
435 211 53
435 221 24
435 236 49
435 268 739
435 269 89
435 300 42
435 308 53
435 328 52
435 350 71
435 370 78
435 386 17
435 398 64
435 416 97
435 424 141
435 426 26
436 6 370
436 8 91
436 30 141
436 33 145
436 50 46
436 51 243
436 71 74
436 74 215
436 87 155
436 94 38
436 96 23
436 110 45
436 120 124
436 136 75
436 144 52
436 158 200
436 159 302
436 164 143
436 165 238
436 178 26
436 179 168
436 181 88
436 193 57
436 216 43
436 223 182
436 238 72
436 257 41
436 263 85
436 315 58
436 342 59
436 344 215
436 364 113
436 369 37
436 390 51
436 402 29
437 28 142
437 47 25
437 70 9
437 89 95
437 124 221
437 125 9
437 131 82
437 136 18
437 149 251
437 180 169
437 212 94
437 220 62
437 244 94
437 269 390
437 275 72
437 311 387
437 348 28
437 368 75
437 372 87
437 413 21
437 427 30
438 0 8
438 3 178
438 4 50
438 23 17
438 50 5
438 52 17
438 78 108
438 91 40
438 94 208
438 107 116
438 163 112
438 202 281
438 216 5
438 233 156
438 251 27
438 287 66
438 330 248
438 334 253
438 384 132
438 398 240
438 400 215
438 421 158
439 18 127
439 21 131
439 33 26
439 40 13
439 111 245
439 116 31
439 157 370
439 159 31
439 185 33
439 186 99
439 216 229
439 221 182
439 235 12
439 238 65
439 239 417
439 290 70
439 303 80
439 316 169
439 318 39
439 344 105
439 349 43
439 404 71
439 411 206
440 9 91
440 35 310
440 40 16
440 63 50
440 70 155
440 83 97
440 112 28
440 128 83
440 131 321
440 166 301
440 177 177
440 185 84
440 259 92
440 277 55
440 287 595
440 305 514
440 319 48
440 334 167
440 362 133
440 372 286
440 430 146
440 433 331
441 21 5
441 31 171
441 41 51
441 42 104
441 55 78
441 59 37
441 60 95
441 63 18
441 110 69
441 139 55
441 149 13
441 177 105
441 202 364
441 209 126
441 256 5
441 284 100
441 311 34
441 313 252
441 314 9
441 333 6
441 376 226
441 382 65
441 396 130
441 407 73
441 420 50
441 433 75
441 436 28
441 439 12
442 2 173
442 3 60
442 8 40
442 20 244
442 25 160
442 82 105
442 97 112
442 109 31
442 124 5
442 135 80
442 136 5
442 140 105
442 185 198
442 186 211
442 218 5
442 231 34
442 294 50
442 296 39
442 303 27
442 306 21
442 325 89
442 335 65
442 355 12
442 392 5
442 414 113
443 9 49
443 58 20
443 72 50
443 115 228
443 118 109
443 138 71
443 143 43
443 199 18
443 200 47
443 220 151
443 235 73
443 276 7
443 312 39
443 327 73
443 346 139
444 0 54
444 4 258
444 8 16
444 57 23
444 66 57
444 103 114
444 107 40
444 140 97
444 153 7
444 155 108
444 160 8
444 197 5
444 208 112
444 237 94
444 243 289
444 245 34
444 255 200
444 343 11
444 355 67
444 358 210
444 371 224
444 405 21
444 423 119
444 432 123
445 1 306
445 65 414
445 72 165
445 80 431
445 106 76
445 116 159
445 137 78
445 142 87
445 156 145
445 171 21
445 179 42
445 205 26
445 229 92
445 291 154
445 296 133
445 342 15
445 363 245
445 390 226
445 421 64
445 431 53
446 34 133
446 55 8
446 114 5
446 146 726
446 183 62
446 188 291
446 189 172
446 197 97
446 255 540
446 269 39
446 293 47
446 315 105
446 330 113
446 342 5
446 392 139
446 398 52
446 420 115
446 445 23
447 15 642
447 19 45
447 42 38
447 44 110
447 78 10
447 95 155
447 114 201
447 125 54
447 145 327
447 195 145
447 202 5
447 227 57
447 260 70
447 268 83
447 379 96
447 388 56
447 442 9
448 60 51
448 73 34
448 111 193
448 115 41
448 124 79
448 137 7
448 153 92
448 155 120
448 171 6
448 189 15
448 206 54
448 210 39
448 253 205
448 259 42
448 267 5
448 274 35
448 282 307
448 319 8
448 342 187
448 363 35
448 364 125
448 375 197
448 392 37
448 400 43
448 419 29
449 3 78
449 23 62
449 56 16
449 59 127
449 77 23
449 86 109
449 118 17
449 137 32
449 142 57
449 143 63
449 145 99
449 167 58
449 183 13
449 195 34
449 238 94
449 245 285
449 262 220
449 263 123
449 306 353
449 307 122
449 317 34
449 322 18
449 333 70
449 368 69
449 428 271
449 436 78
449 446 47
450 5 115
450 15 8
450 30 142
450 37 152
450 45 17
450 53 123
450 57 117
450 93 105
450 177 41
450 187 10
450 205 148
450 207 79
450 228 119
450 249 194
450 260 109
450 296 104
450 302 14
450 324 58
450 382 78
450 410 49
450 417 41
450 425 118
450 431 50
450 442 189
450 444 20
451 6 131
451 57 76
451 67 35
451 84 13
451 88 166
451 99 83
451 132 202
451 136 163
451 175 11
451 176 70
451 180 133
451 185 70
451 192 130
451 204 49
451 205 70
451 222 39
451 272 14
451 273 50
451 278 264
451 292 34
451 299 9
451 307 6
451 313 186
451 334 5
451 349 64
451 367 77
451 393 75
451 401 84
451 420 21
451 438 143
451 442 24
452 7 200
452 13 42
452 56 142
452 60 75
452 66 110
452 77 20
452 87 120
452 105 76
452 106 126
452 117 79
452 133 128
452 148 84
452 155 164
452 199 127
452 244 71
452 247 96
452 262 136
452 266 103
452 314 246
452 330 89
452 344 5
452 351 32
452 354 20
452 391 142
452 431 66
452 433 7
452 440 5
452 449 98
453 51 49
453 57 45
453 65 123
453 83 191
453 127 194
453 132 15
453 133 534
453 153 323
453 172 69
453 183 7
453 207 32
453 233 455
453 236 360
453 258 122
453 270 55
453 286 386
453 300 59
453 354 131
453 397 173
453 404 51
453 419 186
453 426 229
453 447 161
454 10 106
454 24 126
454 34 7
454 51 36
454 112 31
454 133 219
454 178 57
454 195 16
454 234 107
454 252 53
454 266 67
454 320 6
454 335 251
454 377 273
454 389 61
454 435 81
455 11 69
455 31 72
455 111 326
455 136 226
455 196 13
455 255 150
455 287 5
455 301 57
455 308 57
455 312 70
455 343 154
455 358 132
455 366 52
455 372 51
455 412 170
455 417 22
456 18 83
456 62 173
456 106 90
456 126 29
456 128 22
456 136 189
456 183 39
456 206 5
456 224 201
456 251 63
456 253 41
456 321 87
456 338 10
456 345 49
456 350 5
456 356 68
456 397 14
456 400 281
456 423 213
456 425 5
456 428 11
456 448 12
456 450 510
456 453 25
456 454 5
457 2 24
457 37 155
457 80 6
457 108 22
457 116 8
457 138 125
457 153 44
457 175 133
457 215 64
457 216 47
457 228 5
457 229 347
457 248 126
457 255 16
457 261 43
457 292 38
457 329 101
457 365 213
457 372 135
457 393 56
457 412 52
457 446 17
457 453 29
458 22 44
458 130 49
458 134 51
458 150 97
458 212 116
458 229 220
458 261 39
458 280 268
458 295 98
458 318 11
458 320 56
458 344 5
458 353 137
458 358 96
458 359 284
458 376 70
458 387 70
458 422 111
458 428 100
458 436 128
458 440 105
458 452 218
459 15 50
459 27 136
459 32 211
459 41 48
459 50 18
459 67 59
459 69 178
459 86 24
459 92 190
459 101 36
459 131 88
459 134 16
459 158 67
459 173 5
459 175 5
459 182 54
459 188 297
459 212 11
459 218 120
459 223 65
459 244 28
459 246 285
459 274 67
459 288 27
459 291 300
459 307 71
459 313 29
459 339 49
459 396 183
460 10 83
460 16 74
460 18 250
460 50 11
460 66 203
460 67 148
460 81 203
460 88 119
460 136 169
460 140 58
460 170 40
460 171 13
460 175 49
460 184 54
460 217 278
460 223 145
460 275 55
460 282 27
460 301 5
460 303 62
460 314 15
460 330 190
460 351 70
460 352 88
460 361 47
460 395 50
460 408 20
460 449 33
461 11 24
461 67 7
461 90 81
461 97 25
461 123 63
461 132 119
461 154 130
461 161 152
461 183 62
461 189 60
461 207 14
461 253 307
461 256 68
461 261 61
461 326 324
461 342 29
461 368 146
461 385 8
461 386 128
461 392 85
461 421 102
461 428 96
461 437 237
461 449 163
461 453 12
462 29 239
462 61 121
462 92 165
462 118 5
462 128 71
462 172 382
462 186 106
462 194 85
462 221 51
462 223 363
462 228 42
462 314 63
462 331 7
462 336 43
462 347 20
462 383 185
462 394 253
462 404 53
462 461 62
463 28 119
463 43 37
463 50 76
463 54 15
463 77 266
463 91 292
463 92 85
463 96 79
463 112 89
463 144 16
463 153 213
463 160 105
463 205 159
463 211 86
463 215 266
463 230 36
463 252 67
463 265 5
463 268 35
463 284 5
463 317 218
463 318 54
463 344 60
463 365 28
463 368 38
463 409 232
464 33 44
464 36 256
464 37 52
464 42 67
464 53 20
464 54 307
464 59 19
464 60 5
464 118 88
464 132 35
464 148 16
464 192 8
464 197 75
464 244 130
464 267 179
464 344 25
464 393 126
464 406 56
464 425 183
464 439 71
464 458 338
465 1 5
465 3 83
465 11 47
465 34 44
465 38 55
465 49 158
465 63 37
465 79 17
465 110 68
465 137 34
465 138 8
465 151 132
465 152 32
465 192 14
465 200 108
465 225 97
465 232 39
465 242 45
465 261 57
465 266 65
465 272 148
465 305 67
465 307 85
465 321 284
465 322 116
465 328 156
465 367 398
465 424 124
465 440 28
465 445 456
465 453 206
466 5 5
466 55 207
466 107 110
466 110 135
466 123 220
466 126 10
466 157 6
466 182 284
466 236 274
466 246 10
466 252 38
466 281 270
466 296 23
466 311 83
466 322 245
466 324 12
466 361 110
466 362 94
466 368 195
466 372 160
466 373 118
466 376 129
466 421 206
466 444 228
467 16 56
467 34 17
467 48 5
467 93 34
467 103 162
467 111 39
467 115 35
467 144 63
467 146 94
467 159 5
467 172 7
467 174 113
467 204 8
467 247 261
467 269 189
467 304 46
467 312 78
467 347 53
467 348 107
467 386 142
467 400 106
467 423 78
467 436 9
467 465 31
468 5 323
468 8 85
468 12 241
468 18 30
468 25 32
468 27 158
468 33 99
468 39 20
468 48 5
468 51 70
468 53 35
468 71 52
468 72 27
468 108 331
468 118 21
468 164 34
468 169 221
468 209 46
468 217 18
468 218 82
468 233 223
468 252 33
468 265 80
468 271 5
468 275 46
468 292 129
468 293 41
468 294 106
468 352 31
468 364 203
468 367 85
468 377 129
468 438 94
468 445 139
469 40 52
469 62 13
469 63 167
469 123 5
469 127 8
469 133 23
469 143 47
469 191 99
469 235 16
469 262 172
469 268 7
469 285 143
469 311 96
469 325 92
469 338 17
469 345 91
469 346 66
469 420 47
469 446 154
470 11 77
470 31 63
470 55 56
470 74 446
470 120 94
470 128 78
470 153 8
470 168 282
470 178 108
470 180 122
470 195 5
470 208 268
470 265 80
470 272 221
470 311 13
470 324 114
470 350 105
470 355 38
470 372 142
470 442 68
470 447 35
470 451 124
470 460 170
470 465 210
471 6 31
471 8 367
471 40 24
471 47 18
471 106 38
471 115 82
471 126 174
471 132 16
471 144 57
471 153 54
471 185 132
471 222 92
471 226 46
471 240 80
471 243 171
471 248 42
471 270 129
471 285 146
471 298 112
471 316 194
471 323 367
471 326 211
471 332 92
471 395 71
471 405 52
471 460 90
471 462 40
472 10 64
472 49 275
472 69 63
472 110 306
472 111 57
472 135 92
472 156 51
472 157 26
472 200 66
472 202 61
472 214 124
472 216 240
472 237 101
472 272 114
472 275 57
472 310 113
472 329 50
472 339 82
472 344 8
472 386 39
472 394 42
472 414 181
472 419 290
472 428 162
472 433 62
472 447 16
472 465 141
473 39 17
473 92 178
473 104 16
473 110 48
473 127 69
473 128 287
473 151 30
473 223 204
473 251 56
473 252 230
473 289 33
473 298 15
473 316 98
473 347 52
473 364 313
473 372 107
473 374 117
473 409 44
473 427 236
473 470 23
474 15 72
474 49 89
474 62 66
474 66 88
474 69 26
474 102 299
474 109 150
474 115 519
474 148 9
474 165 111
474 166 160
474 170 67
474 227 8
474 292 202
474 301 122
474 306 123
474 313 11
474 320 80
474 345 67
474 394 86
474 439 47
475 12 26
475 79 7
475 88 184
475 106 40
475 148 5
475 156 34
475 165 9
475 223 128
475 247 108
475 268 5
475 285 26
475 298 17
475 388 144
475 389 158
475 416 124
475 418 70
475 425 7
475 440 5
475 443 122
475 449 216
475 453 95
476 11 472
476 15 36
476 38 63
476 40 167
476 52 26
476 65 271
476 77 70
476 116 74
476 140 155
476 161 115
476 172 89
476 186 455
476 189 105
476 196 362
476 198 515
476 205 34
476 207 5
476 220 33
476 293 309
476 304 15
476 312 10
476 328 173
476 357 151
476 369 167
476 390 30
476 473 14
476 475 109
477 5 165
477 76 5
477 86 93
477 96 13
477 105 30
477 140 139
477 162 109
477 188 5
477 191 52
477 199 5
477 220 107
477 241 93
477 250 148
477 269 48
477 340 7
477 354 60
477 358 29
477 384 27
477 397 48
477 408 49
477 434 5
477 437 24
478 29 150
478 42 122
478 66 118
478 106 105
478 109 22
478 133 115
478 153 32
478 173 21
478 210 112
478 211 184
478 219 67
478 233 10
478 237 314
478 247 61
478 253 8
478 255 5
478 282 35
478 284 39
478 380 5
478 383 35
478 449 269
479 64 140
479 73 40
479 76 51
479 109 38
479 117 98
479 128 199
479 136 178
479 154 53
479 164 51
479 168 18
479 178 64
479 206 201
479 211 11
479 225 88
479 226 9
479 250 151
479 312 8
479 318 20
479 368 227
479 390 40
479 411 232
479 464 48
480 4 190
480 24 228
480 137 101
480 145 214
480 171 149
480 172 54
480 240 15
480 255 8
480 260 169
480 304 186
480 321 92
480 334 91
480 350 111
480 360 66
480 374 54
480 381 43
480 429 222
480 434 13
480 439 90
480 453 72
481 25 113
481 49 75
481 74 151
481 88 139
481 114 20
481 120 107
481 144 147
481 159 39
481 184 71
481 223 62
481 249 112
481 275 228
481 300 77
481 309 37
481 323 313
481 330 115
481 334 132
481 336 5
481 348 123
481 372 36
481 389 99
481 404 116
481 409 25
481 410 93
481 413 30
481 415 220
481 439 19
481 441 58
481 451 76
481 456 5
482 53 200
482 68 77
482 70 34
482 74 35
482 107 110
482 113 9
482 117 159
482 133 50
482 153 51
482 163 237
482 168 16
482 184 32
482 201 360
482 240 85
482 254 218
482 324 5
482 342 105
482 350 313
482 371 190
482 375 30
482 394 155
482 413 6
482 418 129
482 457 11
482 472 314
482 474 192
483 52 54
483 65 346
483 74 188
483 83 293
483 84 87
483 101 9
483 126 125
483 129 5
483 143 8
483 183 167
483 191 114
483 199 108
483 206 21
483 210 353
483 221 88
483 279 12
483 355 33
483 368 146
483 405 195
483 407 129
483 471 65
484 14 207
484 15 44
484 23 325
484 26 165
484 59 9
484 61 115
484 83 183
484 140 180
484 165 113
484 166 7
484 168 233
484 187 22
484 214 59
484 216 102
484 252 115
484 282 24
484 294 81
484 301 67
484 317 26
484 318 25
484 334 33
484 367 85
484 383 42
484 389 153
484 396 37
484 412 54
484 432 31
484 443 5
484 457 5
484 469 43
484 471 44
484 472 50
484 475 130
485 2 29
485 13 308
485 14 8
485 47 187
485 57 277
485 102 25
485 106 32
485 109 124
485 128 186
485 152 30
485 160 16
485 177 71
485 181 121
485 185 99
485 212 64
485 214 10
485 245 89
485 280 8
485 322 128
485 336 14
485 338 244
485 418 11
485 457 6
485 460 386
486 3 57
486 41 133
486 76 126
486 86 40
486 161 19
486 165 76
486 207 167
486 223 57
486 285 216
486 319 76
486 363 66
486 376 227
486 388 139
486 414 205
486 418 5
486 451 103
486 482 273
487 7 71
487 11 201
487 55 196
487 85 656
487 104 83
487 116 82
487 126 32
487 129 39
487 130 7
487 143 163
487 180 77
487 190 5
487 193 26
487 229 34
487 283 83
487 300 175
487 313 43
487 353 24
487 356 94
487 380 58
487 408 131
487 412 412
487 428 82
487 441 54
487 470 88
488 28 9
488 32 289
488 35 154
488 48 174
488 77 204
488 94 152
488 199 43
488 249 91
488 252 186
488 265 125
488 268 35
488 301 17
488 305 38
488 372 115
488 385 39
488 398 5
488 400 124
488 422 26
488 448 119
488 457 317
488 471 172
488 484 24
488 486 35
489 9 77
489 71 123
489 106 5
489 115 374
489 121 163
489 173 24
489 179 218
489 188 12
489 197 99
489 209 82
489 252 313
489 256 54
489 278 5
489 279 5
489 283 9
489 299 213
489 319 10
489 340 124
489 344 18
489 440 16
489 473 20
489 475 34
490 22 123
490 28 212
490 54 184
490 66 85
490 132 11
490 182 37
490 231 31
490 239 197
490 256 354
490 284 355
490 287 7
490 300 63
490 311 51
490 328 14
490 329 29
490 333 302
490 344 68
490 354 32
490 356 75
490 365 113
490 386 118
490 406 175
490 407 33
490 408 183
490 429 240
491 14 59
491 21 90
491 29 52
491 35 104
491 42 70
491 70 98
491 78 44
491 110 45
491 148 76
491 186 113
491 189 109
491 208 34
491 230 163
491 268 73
491 287 116
491 365 121
491 382 49
491 407 26
491 410 563
491 437 73
491 439 72
491 443 50
491 446 17
491 447 16
492 6 81
492 34 126
492 68 98
492 96 176
492 111 66
492 115 8
492 174 130
492 206 130
492 227 40
492 245 32
492 285 360
492 345 5
492 357 20
492 374 146
492 381 31
492 382 155
492 384 337
492 391 11
492 392 138
492 400 120
492 409 204
492 416 7
492 453 26
492 474 21
493 14 241
493 22 15
493 49 212
493 52 54
493 64 110
493 78 20
493 86 86
493 105 54
493 139 35
493 149 72
493 154 5
493 163 37
493 187 55
493 191 63
493 199 52
493 214 290
493 262 47
493 276 75
493 298 53
493 333 185
493 341 218
493 342 95
493 345 74
493 354 349
493 362 5
493 401 66
493 413 151
493 453 43
494 5 70
494 37 12
494 51 15
494 55 132
494 81 122
494 90 49
494 92 84
494 108 125
494 113 9
494 170 293
494 183 93
494 187 98
494 218 112
494 249 61
494 305 168
494 313 74
494 326 5
494 344 93
494 407 6
494 458 298
494 470 139
494 489 64
495 2 26
495 4 415
495 39 146
495 54 294
495 57 224
495 75 44
495 110 14
495 127 52
495 142 5
495 194 5
495 195 51
495 211 51
495 216 145
495 226 192
495 247 80
495 306 185
495 331 80
495 378 150
495 390 149
495 446 47
495 473 34
495 475 108
495 491 20
496 36 20
496 39 29
496 40 90
496 71 52
496 90 228
496 91 82
496 112 23
496 126 72
496 136 451
496 174 82
496 177 121
496 190 198
496 222 46
496 231 9
496 234 249
496 311 5
496 327 35
496 360 90
496 381 5
496 395 13
496 440 23
496 451 211
497 30 71
497 54 28
497 77 61
497 81 102
497 91 312
497 102 64
497 104 270
497 131 9
497 133 5
497 176 60
497 243 111
497 257 126
497 281 18
497 285 52
497 316 113
497 345 7
497 371 5
497 382 107
497 387 25
497 404 22
497 419 7
497 432 76
497 442 154
497 486 86
497 492 96
498 7 5
498 9 34
498 40 55
498 47 60
498 48 134
498 54 82
498 58 77
498 112 38
498 132 245
498 158 63
498 174 123
498 183 19
498 189 6
498 209 16
498 210 5
498 221 39
498 294 21
498 297 5
498 337 43
498 344 49
498 358 38
498 367 14
498 368 47
498 424 101
498 450 13
498 462 259
498 485 321
499 45 5
499 68 50
499 96 46
499 107 644
499 121 38
499 164 5
499 184 200
499 204 31
499 214 152
499 245 216
499 256 151
499 272 184
499 311 84
499 325 88
499 358 7
499 363 506
499 411 192
499 416 19
499 442 331
499 458 237
499 466 46
499 492 57
1000
401 123 ?
145 330 18
449 390 53
359 138 ?
22 461 244
348 80 57
53 301 22
430 83 25
354 135 18
145 109 6
19 445 134
161 327 ?
46 403 -1
407 14 -1
329 342 ?
417 384 -1
3 486 -1
127 430 116
482 321 35
222 1 -1
435 196 36
136 231 -1
381 23 -1
30 9 9
28 333 345
473 80 16
347 77 -1
290 413 -1
370 342 -1
346 288 -1
431 174 ?
236 262 ?
63 32 15
400 438 -1
460 452 ?
483 199 -1
187 244 15
167 381 98
298 373 ?
445 388 28
303 77 13
304 29 125
357 114 108
458 226 51
301 12 -1
476 77 -1
359 182 ?
198 405 ?
31 441 -1
378 115 -1
277 251 47
118 361 18
303 363 24
342 285 -1
137 480 -1
372 363 -1
401 178 231
66 490 -1
302 164 11
297 204 79
77 197 171
307 37 -1
24 272 -1
95 138 ?
348 408 44
62 28 27
40 240 21
32 244 -1
99 392 -1
447 68 105
421 207 -1
285 389 -1
76 67 104
374 123 -1
313 474 -1
399 213 -1
324 297 114
118 353 ?
331 209 -1
46 121 115
480 339 70
44 300 5
48 364 175
38 338 33
389 21 -1
367 252 115
168 412 171
247 181 56
130 232 143
488 56 49
443 377 82
80 79 -1
386 472 -1
157 439 -1
197 12 163
371 478 ?
450 97 18
31 470 -1
411 406 29
474 345 ?
289 494 5
488 422 -1
240 408 -1
414 61 -1
266 77 ?
307 296 -1
60 482 5
88 475 -1
34 120 -1
125 371 -1
95 450 ?
258 204 181
150 106 125
372 234 37
23 406 ?
131 244 102
405 243 ?
117 212 26
58 38 -1
11 297 ?
498 9 -1
269 461 133
70 482 -1
312 350 -1
482 384 52
354 490 -1
276 443 -1
450 302 -1
446 271 88
26 470 15
374 306 ?
336 78 ?
224 35 ?
296 398 -1
349 187 -1
288 139 ?
345 348 ?
281 466 -1
32 211 ?
35 139 260
62 58 77
251 218 ?
462 230 84
248 141 34
488 78 38
247 229 ?
165 484 -1
434 80 ?
382 345 ?
223 389 ?
378 393 37
417 215 54
24 218 -1
109 431 -1
209 258 -1
40 418 9
457 138 -1
367 126 192
288 404 ?
183 21 125
364 473 -1
495 48 ?
58 93 119
263 126 262
171 101 22
63 469 -1
188 255 ?
439 115 ?
419 66 ?
356 18 ?
60 464 5
344 490 -1
260 289 131
317 380 ?
206 371 ?
171 480 -1
43 268 ?
345 492 -1
85 52 ?
299 280 5
1 132 -1
8 241 -1
423 118 ?
252 100 -1
100 269 -1
280 51 12
54 240 39
277 23 104
47 239 ?
11 57 6
148 152 -1
203 147 -1
455 369 339
104 256 -1
333 123 ?
438 95 95
362 325 ?
355 62 213
176 71 -1
444 66 -1
45 150 -1
149 334 31
74 268 602
94 32 126
148 94 5
139 64 ?
378 65 ?
242 347 -1
348 119 -1
110 466 ?
480 110 ?
73 86 ?
43 87 ?
316 471 -1
272 153 ?
224 347 20
341 407 ?
161 206 286
31 351 -1
140 475 ?
245 334 ?
285 129 ?
494 123 ?
214 134 -1
424 192 -1
315 54 9
478 29 -1
81 109 -1
238 110 ?
178 116 ?
186 476 -1
428 60 66
476 487 268
158 487 ?
273 348 106
427 170 ?
271 183 ?
61 341 ?
488 57 ?
348 57 ?
96 216 59
190 83 149
332 250 -1
261 65 230
403 33 -1
22 435 ?
243 139 -1
157 456 47
201 413 ?
50 218 ?
374 47 94
55 377 ?
449 245 -1
370 332 ?
250 218 -1
367 261 107
242 359 -1
232 22 -1
111 188 108
383 190 206
180 74 77
485 365 5
173 480 81
446 88 ?
279 145 35
177 297 289
366 308 ?
390 107 113
472 482 -1
44 302 28
140 198 -1
190 379 -1
222 357 ?
405 471 -1
429 490 -1
39 136 -1
441 110 -1
374 337 -1
140 408 5
21 404 -1
235 419 -1
102 232 ?
13 253 -1
171 470 12
362 449 ?
73 147 ?
221 181 -1
42 285 -1
25 433 ?
10 171 -1
11 79 11
20 286 11
331 219 ?
236 154 -1
206 448 -1
496 222 -1
387 31 185
2 158 ?
489 357 ?
335 120 ?
372 255 14
188 276 ?
234 78 11
243 420 -1
427 347 130
499 222 ?
413 23 24
69 226 61
140 50 -1
269 251 203
445 415 166
327 365 106
250 236 ?
86 435 ?
328 163 -1
29 305 ?
435 321 ?
204 51 -1
251 433 ?
166 492 ?
88 76 ?
199 85 45
288 414 ?
321 71 36
60 296 -1
238 337 -1
301 459 ?
355 142 ?
158 195 -1
12 22 -1
93 419 -1
456 407 275
5 78 ?
324 388 ?
277 322 -1
32 160 196
490 300 -1
17 349 ?
245 485 -1
348 437 -1
349 61 ?
244 428 ?
362 498 57
228 26 ?
324 146 83
280 184 68
4 295 -1
83 100 241
490 409 ?
229 74 ?
113 378 5
429 88 59
171 39 146
72 448 26
361 344 -1
41 469 5
290 43 157
272 284 48
220 329 ?
446 59 ?
276 228 -1
408 99 11
177 496 -1
5 389 ?
134 0 17
277 440 -1
468 307 162
78 104 -1
111 153 ?
124 91 ?
176 102 152
45 271 56
251 403 ?
315 86 -1
216 393 5
244 222 -1
121 237 ?
94 451 ?
227 173 ?
239 497 ?
252 395 -1
181 437 ?
262 303 ?
28 89 ?
312 3 68
25 35 ?
41 181 -1
197 390 19
497 346 ?
65 153 36
465 36 ?
313 250 -1
1 113 -1
287 227 ?
387 346 246
77 167 35
161 313 ?
145 166 5
189 97 70
422 157 -1
94 35 ?
83 178 10
225 1 -1
472 83 27
308 68 58
20 208 ?
47 88 ?
449 298 228
146 246 ?
310 349 101
13 76 92
367 361 -1
109 474 -1
217 386 24
226 174 ?
151 465 6
78 155 144
463 213 7
271 263 22
116 334 ?
294 434 72
212 261 -1
292 147 225
242 104 ?
171 352 109
440 405 ?
491 85 ?
267 69 -1
169 205 280
236 205 -1
391 198 -1
161 350 -1
100 241 18
46 198 ?
155 444 -1
246 352 22
316 137 ?
186 493 ?
421 97 -1
84 128 -1
17 336 -1
315 483 ?
242 392 86
199 38 81
131 22 ?
246 433 -1
150 212 95
8 302 -1
267 393 -1
11 210 21
347 92 28
82 416 ?
349 282 54
261 43 -1
446 114 ?
351 301 ?
207 414 5
387 23 17
399 446 ?
318 240 ?
134 332 84
329 393 97
405 21 -1
213 237 85
461 385 -1
115 320 30
359 37 ?
179 88 96
481 409 252
467 70 10
216 70 ?
208 463 39
142 176 112
147 394 263
438 183 ?
305 85 -1
186 2 146
296 382 ?
88 17 -1
39 166 ?
87 53 116
147 224 -1
127 138 ?
83 102 137
42 293 ?
406 16 ?
333 396 -1
282 235 203
324 138 ?
328 169 315
462 44 87
388 421 10
494 426 138
487 189 33
475 224 ?
496 206 26
235 24 48
185 82 ?
138 62 83
14 7 -1
286 279 144
319 118 ?
355 470 -1
176 228 ?
343 66 47
75 394 ?
419 370 ?
374 356 84
86 124 ?
231 148 -1
451 272 -1
34 187 ?
70 115 54
63 87 ?
54 498 -1
92 477 130
7 154 85
45 5 35
282 485 72
118 196 -1
310 404 38
109 377 -1
316 302 ?
148 180 ?
196 133 -1
349 229 -1
169 127 -1
56 267 101
312 340 -1
459 117 19
494 326 -1
301 132 ?
78 402 -1
377 422 -1
192 107 62
197 373 ?
175 459 -1
428 315 -1
25 375 -1
359 224 -1
453 426 -1
306 94 -1
300 152 -1
9 332 135
498 156 105
329 249 -1
62 346 -1
468 27 -1
443 436 17
469 348 ?
144 97 35
186 37 ?
303 345 -1
185 24 -1
353 204 -1
382 123 -1
93 340 108
404 401 -1
112 139 -1
310 351 30
189 374 62
396 224 ?
90 431 111
231 406 ?
272 207 -1
41 123 221
45 113 -1
78 273 -1
494 325 ?
223 3 524
262 270 ?
228 398 -1
15 337 ?
415 416 ?
436 449 -1
337 330 235
157 110 ?
188 393 ?
215 14 63
279 91 ?
410 33 -1
257 217 -1
288 16 72
290 189 5
77 386 ?
127 371 42
128 208 ?
100 265 ?
318 361 87
353 459 58
410 279 14
283 176 -1
